DEVICE,acer,B1-730
OFFSET,23
109,-62
62,-58
56,-57
106,-62
98,-62
7,-70
48,-84
100,-53
108,-52
64,-58
63,-57
97,-59
105,-53
127,-60
86,-50
101,-65
160,-61
135,-54
96,-54
83,-54
79,-54
90,-53
84,-56
81,-53
82,-54
129,-60
128,-61
99,-63
139,-53
146,-62
61,-68
144,-53
89,-65
140,-72
133,-72
123,-65
126,-66
94,-77
178,-72
134,-70
74,-57
137,-70
158,-77
184,-74
174,-75
104,-58
170,-75
164,-58
156,-75
151,-74
172,-62
157,-75
8,-71
155,-74
93,-69
59,-66
36,-77
44,-77
9,-74
69,-72
75,-61
60,-74
39,-84
47,-84
143,-79
161,-73
103,-71
45,-77
152,-80
162,-83
165,-81
149,-88
360,-79
136,-73
43,-83
34,-80
145,-81
28,-79
176,-78
177,-78
70,-86
163,-91
175,-78
OFFSET,673
109,-62
62,-56
56,-56
106,-62
98,-62
7,-70
48,-86
100,-53
108,-53
64,-56
63,-55
97,-67
105,-53
127,-62
86,-53
101,-65
160,-61
135,-63
96,-54
83,-54
79,-53
90,-53
84,-54
81,-54
82,-54
129,-62
128,-63
99,-63
139,-63
146,-66
61,-68
144,-63
89,-68
140,-67
133,-67
123,-69
126,-66
94,-75
178,-66
134,-70
74,-56
137,-70
158,-69
184,-74
174,-75
104,-57
170,-75
164,-58
156,-75
151,-74
172,-62
157,-69
8,-71
155,-74
93,-71
59,-66
36,-77
44,-77
9,-74
69,-72
75,-63
60,-73
39,-85
47,-85
143,-81
161,-73
103,-71
45,-77
152,-83
162,-83
165,-81
149,-88
360,-78
136,-73
43,-83
34,-80
145,-81
28,-79
176,-78
177,-78
70,-86
163,-91
175,-78
OFFSET,1840
OFFSET,2979
109,-66
62,-51
56,-52
106,-66
98,-65
7,-70
48,-81
100,-55
108,-53
64,-51
63,-52
97,-69
105,-54
127,-61
86,-59
101,-62
160,-73
135,-54
96,-59
83,-52
79,-58
90,-59
84,-49
81,-52
82,-51
129,-56
128,-61
99,-70
139,-53
146,-64
61,-60
144,-54
89,-71
140,-67
133,-67
123,-62
126,-68
94,-87
178,-69
134,-70
74,-53
137,-73
158,-66
184,-68
174,-75
104,-53
170,-71
164,-60
156,-66
151,-71
172,-59
157,-73
8,-71
155,-73
93,-66
59,-66
36,-77
44,-77
9,-74
69,-71
75,-65
60,-70
39,-80
47,-80
143,-73
161,-73
103,-71
45,-77
152,-79
162,-87
165,-81
149,-88
360,-78
136,-73
43,-83
176,-78
177,-78
70,-86
163,-91
175,-78
148,-85
236,-88
138,-85
OFFSET,4174
109,-63
62,-48
56,-51
106,-60
98,-62
7,-70
48,-81
100,-60
108,-57
64,-53
63,-51
97,-69
105,-56
127,-61
86,-54
101,-62
160,-63
135,-55
96,-54
83,-51
79,-54
90,-55
84,-50
81,-50
82,-51
129,-63
128,-63
99,-70
139,-55
146,-64
61,-66
144,-55
89,-67
140,-62
133,-62
123,-62
126,-68
94,-78
178,-69
134,-70
74,-51
137,-73
158,-66
184,-68
174,-75
104,-52
170,-66
164,-63
156,-66
151,-71
172,-56
157,-73
8,-71
155,-73
93,-68
59,-66
36,-77
44,-77
9,-73
69,-71
75,-66
60,-77
39,-80
47,-80
143,-83
161,-73
103,-71
45,-77
152,-79
162,-81
165,-81
149,-88
360,-78
136,-67
43,-83
176,-78
177,-78
163,-91
175,-78
148,-85
236,-88
138,-85
169,-82
OFFSET,5350
109,-63
62,-56
56,-56
106,-60
98,-62
7,-70
48,-89
100,-57
108,-56
64,-56
63,-54
97,-84
105,-55
127,-68
86,-56
101,-62
160,-63
135,-62
96,-59
83,-55
79,-59
90,-59
84,-51
81,-56
82,-54
129,-63
128,-63
99,-70
139,-62
146,-68
61,-66
144,-62
89,-67
140,-70
133,-70
123,-62
126,-68
94,-78
178,-69
134,-70
74,-51
137,-73
158,-66
184,-68
174,-75
104,-54
170,-66
164,-65
156,-66
151,-71
172,-61
157,-70
8,-71
155,-69
93,-77
59,-66
36,-77
44,-77
9,-73
69,-71
75,-72
60,-77
39,-89
47,-90
143,-83
161,-73
103,-71
45,-77
152,-79
162,-86
165,-82
149,-88
360,-78
136,-67
43,-83
176,-78
177,-78
163,-91
175,-78
148,-85
236,-88
138,-85
169,-82
OFFSET,6644
109,-63
62,-56
56,-56
106,-60
98,-62
7,-70
48,-87
100,-57
108,-56
64,-56
63,-56
97,-84
105,-55
127,-63
86,-59
101,-74
160,-63
135,-68
96,-56
83,-59
79,-57
90,-57
84,-58
81,-60
82,-59
129,-62
128,-63
99,-73
139,-68
146,-75
61,-76
144,-68
89,-72
140,-66
133,-67
123,-62
126,-74
94,-75
178,-69
134,-72
74,-58
137,-67
158,-66
184,-68
174,-73
104,-60
170,-73
164,-65
156,-69
151,-71
172,-58
157,-70
8,-71
155,-68
93,-77
59,-66
36,-77
44,-77
9,-73
69,-71
75,-72
60,-77
39,-88
47,-88
143,-83
161,-72
103,-71
45,-77
152,-79
162,-86
165,-82
149,-88
360,-78
136,-67
43,-83
176,-78
177,-78
163,-91
175,-78
148,-85
236,-88
138,-85
169,-82
182,-88
220,-88
OFFSET,7835
109,-63
62,-48
56,-53
106,-60
98,-62
7,-82
48,-86
100,-49
108,-50
64,-53
63,-53
97,-77
105,-50
127,-63
86,-52
101,-72
160,-63
135,-69
96,-52
83,-55
79,-53
90,-52
84,-53
81,-56
82,-57
129,-62
128,-62
99,-71
139,-69
146,-73
61,-68
144,-68
89,-66
140,-67
133,-69
123,-71
126,-71
94,-78
178,-69
134,-72
74,-56
137,-66
158,-67
184,-68
174,-73
104,-56
170,-73
164,-66
156,-67
151,-65
172,-63
157,-67
8,-80
155,-66
93,-90
59,-66
36,-77
44,-77
9,-81
69,-71
75,-72
60,-77
39,-86
47,-86
143,-83
161,-72
103,-71
45,-77
152,-79
162,-88
165,-82
149,-88
360,-78
136,-86
43,-83
176,-78
177,-78
163,-91
175,-78
148,-85
236,-88
138,-85
169,-82
182,-88
220,-88
OFFSET,9012
109,-63
62,-54
56,-52
106,-71
98,-62
7,-82
48,-88
100,-52
108,-53
64,-52
63,-53
97,-77
105,-53
127,-62
86,-51
101,-72
160,-63
135,-69
96,-54
83,-57
79,-54
90,-55
84,-55
81,-56
82,-57
129,-61
128,-63
99,-71
139,-68
146,-73
61,-75
144,-68
89,-67
140,-68
133,-67
123,-71
126,-71
94,-81
178,-69
134,-79
74,-53
137,-69
158,-67
184,-78
174,-78
104,-53
170,-69
164,-68
156,-68
151,-69
172,-58
157,-71
8,-80
155,-72
93,-82
36,-77
44,-77
9,-81
69,-71
75,-80
60,-77
39,-89
47,-89
143,-83
161,-80
103,-78
45,-77
152,-84
162,-86
165,-84
149,-91
360,-78
136,-86
43,-83
176,-78
177,-78
163,-91
175,-78
148,-85
236,-88
138,-85
169,-82
182,-88
220,-88
OFFSET,10187
109,-63
62,-56
56,-55
106,-71
98,-62
7,-82
48,-87
100,-54
108,-55
64,-55
63,-56
97,-77
105,-55
127,-60
86,-54
101,-74
160,-63
135,-60
96,-51
83,-54
79,-51
90,-51
84,-54
81,-55
82,-55
129,-58
128,-59
99,-73
139,-61
146,-73
61,-78
144,-61
89,-65
140,-66
133,-66
123,-74
126,-71
94,-78
178,-69
134,-79
74,-52
137,-63
158,-65
184,-78
174,-78
104,-51
170,-69
164,-67
156,-64
151,-63
172,-64
157,-64
8,-80
155,-65
93,-82
36,-77
44,-77
9,-81
69,-71
75,-82
60,-79
39,-87
47,-88
143,-83
161,-80
103,-78
45,-77
152,-84
162,-84
165,-84
149,-91
360,-78
136,-86
176,-78
177,-78
163,-91
175,-78
148,-85
236,-88
138,-85
169,-82
182,-88
220,-88
59,-73
OFFSET,11376
109,-71
62,-57
56,-56
106,-71
98,-72
7,-82
48,-90
100,-58
108,-58
64,-55
63,-56
97,-72
105,-58
127,-74
86,-47
101,-74
160,-79
135,-71
96,-47
83,-54
79,-49
90,-49
84,-54
81,-53
82,-53
