DEVICE,acer,B1-730
OFFSET,17
84,-65
109,-59
48,-87
47,-84
98,-57
106,-57
86,-48
39,-85
82,-61
83,-61
79,-52
81,-61
74,-59
56,-55
63,-55
64,-55
96,-51
90,-51
75,-82
62,-49
59,-78
126,-71
101,-75
123,-69
99,-78
61,-73
104,-58
97,-74
105,-68
89,-74
133,-74
146,-80
144,-73
108,-67
100,-66
135,-72
139,-74
128,-64
127,-65
129,-65
140,-74
184,-77
174,-76
172,-77
164,-75
151,-74
157,-71
155,-73
137,-73
178,-75
170,-74
156,-74
158,-73
160,-78
148,-81
138,-80
166,-87
161,-77
168,-88
167,-86
154,-80
220,-80
149,-81
9,-78
7,-77
152,-84
169,-72
143,-79
165,-90
44,-81
43,-83
28,-79
175,-88
177,-88
94,-83
162,-90
136,-91
6,-83
OFFSET,958
84,-74
109,-63
48,-82
47,-83
98,-63
106,-62
86,-47
39,-81
82,-61
83,-61
79,-52
81,-61
74,-61
56,-53
63,-53
64,-53
96,-52
90,-53
75,-82
62,-57
59,-78
126,-68
101,-72
123,-75
99,-66
61,-72
104,-60
97,-74
105,-70
89,-72
133,-72
146,-71
144,-71
108,-72
100,-71
135,-70
139,-70
128,-63
127,-63
129,-62
140,-70
184,-77
174,-76
172,-77
164,-77
151,-79
157,-75
155,-75
137,-74
178,-75
170,-79
156,-74
158,-75
160,-74
148,-81
138,-80
166,-87
161,-77
168,-88
167,-86
154,-80
220,-80
149,-81
9,-78
7,-77
152,-84
169,-81
143,-83
165,-90
44,-81
43,-83
28,-79
175,-88
177,-88
94,-83
162,-90
136,-91
6,-83
OFFSET,2145
84,-62
109,-64
48,-82
47,-83
98,-64
106,-64
86,-51
39,-81
82,-65
83,-65
79,-54
81,-64
74,-59
56,-56
63,-56
64,-56
96,-52
90,-54
75,-87
62,-57
59,-78
126,-65
101,-63
123,-64
99,-66
61,-73
104,-60
97,-73
105,-65
89,-75
133,-71
146,-77
144,-70
108,-65
100,-65
135,-69
139,-68
128,-59
127,-59
129,-59
140,-70
184,-77
174,-76
172,-77
164,-74
151,-74
157,-74
155,-77
137,-74
178,-85
170,-78
156,-75
158,-75
160,-69
148,-81
138,-80
166,-87
161,-77
168,-88
167,-86
154,-80
220,-80
149,-81
9,-78
7,-77
152,-84
169,-73
143,-82
165,-88
44,-81
43,-83
28,-79
175,-88
177,-88
94,-83
162,-88
136,-91
6,-83
OFFSET,3428
84,-68
109,-59
48,-82
47,-83
98,-59
106,-60
86,-54
39,-81
82,-65
83,-67
79,-52
81,-67
74,-54
56,-56
63,-56
64,-56
96,-51
90,-51
75,-87
62,-56
59,-78
126,-65
101,-66
123,-66
99,-65
61,-65
104,-55
97,-69
105,-55
89,-75
133,-71
146,-67
144,-77
108,-57
100,-57
135,-76
139,-77
128,-57
127,-57
129,-57
140,-70
184,-77
174,-76
172,-77
