DEVICE,acer,B1-730
OFFSET,33
13,-56
4,-39
8,-44
5,-40
6,-40
9,-44
7,-44
11,-61
19,-71
18,-61
17,-62
10,-47
12,-71
23,-57
14,-70
77,-66
24,-72
37,-74
15,-47
16,-47
20,-71
211,-69
22,-70
21,-71
29,-71
30,-71
33,-74
46,-73
34,-57
91,-91
43,-57
28,-57
92,-75
72,-70
66,-72
25,-64
36,-67
26,-67
113,-72
38,-82
39,-85
51,-78
32,-64
31,-64
44,-66
45,-64
119,-78
52,-78
49,-87
53,-79
47,-87
35,-66
73,-70
58,-70
55,-91
27,-81
40,-81
116,-83
48,-86
41,-81
118,-79
71,-82
65,-87
88,-90
50,-81
69,-74
95,-81
42,-73
97,-74
70,-66
76,-69
54,-74
80,-84
61,-87
62,-77
86,-90
213,-79
78,-68
109,-75
98,-78
106,-76
104,-82
64,-75
84,-71
60,-75
OFFSET,757
13,-55
4,-42
8,-47
5,-42
6,-42
9,-48
7,-47
11,-57
19,-78
18,-57
17,-57
10,-51
12,-79
23,-51
14,-73
77,-66
24,-66
37,-72
15,-52
16,-51
20,-78
211,-69
22,-70
21,-71
29,-68
30,-68
33,-72
46,-72
34,-60
91,-87
43,-59
28,-60
92,-78
72,-68
66,-72
25,-62
36,-67
26,-67
113,-76
38,-82
39,-85
51,-79
32,-61
31,-63
44,-66
45,-64
119,-78
52,-77
49,-87
53,-79
47,-87
35,-71
73,-72
58,-70
55,-91
27,-81
40,-81
116,-83
48,-86
41,-81
118,-79
71,-82
65,-80
50,-81
69,-74
95,-81
42,-70
97,-74
70,-69
76,-69
54,-74
80,-84
61,-87
62,-64
86,-77
213,-79
78,-68
109,-73
98,-73
106,-73
104,-82
64,-63
84,-71
60,-75
56,-63
63,-63
90,-77
OFFSET,1956
13,-52
4,-42
8,-50
5,-42
6,-42
9,-50
7,-50
11,-51
19,-73
18,-51
17,-50
10,-49
12,-73
23,-60
14,-70
77,-74
24,-65
37,-70
15,-48
16,-47
20,-74
211,-69
22,-69
21,-70
29,-67
30,-66
33,-70
46,-70
34,-54
91,-87
43,-53
28,-52
92,-77
72,-62
66,-72
25,-64
36,-67
26,-73
113,-76
38,-82
39,-81
51,-72
32,-62
31,-62
44,-66
45,-64
119,-78
52,-74
49,-87
53,-72
47,-83
35,-68
73,-72
58,-70
55,-91
27,-81
40,-81
116,-75
48,-80
41,-87
118,-79
71,-82
65,-80
50,-76
95,-81
42,-70
97,-74
70,-69
76,-69
54,-74
80,-84
61,-87
62,-64
86,-77
213,-79
78,-68
109,-73
98,-73
106,-73
104,-82
64,-63
84,-71
60,-75
56,-63
63,-63
90,-77
199,-80
OFFSET,3230
13,-53
4,-41
8,-47
5,-41
6,-41
